Molecule Name,exp_pEC50,category,CNNaffinity,CNNscore,minimizedAffinity,pred_pEC50_raw,n_hops
OADMET-0005332,4.98,train,,,,,
OADMET-0001924,3.9,train,,,,,
OADMET-0005558,4.61,train,,,,,
OCNT-2315997,5.77,train,,,,,
OADMET-0001016,3.28,train,,,,,
OADMET-0003492,5.47,train,,,,,
OADMET-0001808,4.16,train,,,,,
OADMET-0003488,5.37,train,,,,,
OADMET-0001233,3.4,train,,,,,
OADMET-0004388,4.24,train,,,,,
OCNT-1755361,5.66,train,,,,,
OADMET-0004080,4.66,train,,,,,
OCNT-1309268,5.23,train,,,,,
OCNT-2316609,4.4,train,,,,,
OADMET-0006140,5.13,phase1,7.19526911,0.701075673,-8.3805151,,
OCNT-0495311,1.83,train,,,,,
OADMET-0006285,3.57,phase1,7.01866293,0.752159476,-8.41103935,,
OADMET-0005271,4.45,train,,,,,
OADMET-0005453,4.93,train,,,,,
OADMET-0004294,5.48,train,,,,,
OADMET-0002057,1.97,train,,,,,
OCNT-2317202,4.98,train,,,,,
OADMET-0004995,5.34,train,,,,,
OCNT-0372603,4.28,train,,,,,
OCNT-2310125,5.15,train,,,,,
OCNT-0474580,3.57,train,,,,,
OADMET-0006291,,phase2,7.14916849,0.527024984,-9.23020363,,
OADMET-0003499,6.215,train,,,,,
OCNT-2308716,3.9,train,,,,,
OADMET-0003206,5.29,train,,,,,
OCNT-2315195,4.85,train,,,,,
OADMET-0005792,4.58,train,,,,,
OADMET-0005263,5.08,train,,,,,
OADMET-0002947,3.34,train,,,,,
OADMET-0005839,5.06,train,,,,,
OCNT-2312919,4.43,train,,,,,
OADMET-0003538,2.57,train,,,,,
OCNT-2308719,5.6,train,,,,,
OCNT-2312489,4.6,train,,,,,
OADMET-0002928,5.54,train,,,,,
OCNT-0300486,2.79,train,,,,,
OADMET-0002061,1.98,train,,,,,
OCNT-1307815,5.05,train,,,,,
OCNT-2317612,4.63,train,,,,,
OADMET-0001823,5.23,train,,,,,
OCNT-2315669,4.22,train,,,,,
OCNT-0365677,4.47,train,,,,,
OADMET-0005316,5.07,train,,,,,
OCNT-2309363,5.81,train,,,,,
OADMET-0004676,5.085,phase1,6.98373985,0.623292863,-7.34266615,,
OCNT-2312996,4.755,train,,,,,
OADMET-0005982,4.42,train,,,,,
OADMET-0004946,4.56,train,,,,,
OCNT-2308687,4.39,train,,,,,
OCNT-2315324,4.63,train,,,,,
OADMET-0003249,5.08,train,,,,,
OCNT-2318262,4.42,train,,,,,
OADMET-0001648,2.64,train,,,,,
OCNT-2314121,6.22,train,,,,,
OCNT-1900051,2.21,train,,,,,
OADMET-0002589,5.2,train,,,,,
OADMET-0002274,1.85,train,,,,,
OADMET-0001768,4.19,train,,,,,
OADMET-0006349,,phase2,7.39213753,0.722119629,-6.97416115,,
OADMET-0001401,3.49,train,,,,,
OADMET-0004029,4.45,train,,,,,
OADMET-0003540,2.09,train,,,,,
OCNT-2314915,5.14,train,,,,,
OCNT-2308845,5.01,train,,,,,
OADMET-0002798,5.21,train,,,,,
OCNT-2310455,5.0,train,,,,,
OCNT-2308718,5.04,train,,,,,
OADMET-0002767,6.27,train,,,,,
OADMET-0002824,6.52,train,,,,,
OADMET-0001650,2.86,train,,,,,
OADMET-0005694,4.96,train,,,,,
OADMET-0002795,5.029999999999999,train,,,,,
OADMET-0003930,4.9,train,,,,,
OADMET-0001803,4.17,train,,,,,
OCNT-2312463,5.33,train,,,,,
OADMET-0001862,3.27,train,,,,,
OADMET-0005308,4.49,train,,,,,
OCNT-2318664,5.04,train,,,,,
OCNT-0291477,3.21,train,,,,,
OCNT-2328919,2.02,train,,,,,
OCNT-2308813,4.38,train,,,,,
OCNT-2313224,4.98,train,,,,,
OADMET-0003362,5.61,train,,,,,
OCNT-1263879,4.66,train,,,,,
OCNT-2309454,5.27,train,,,,,
OCNT-2308889,4.31,train,,,,,
OCNT-2314663,4.68,train,,,,,
OCNT-2309964,5.06,train,,,,,
OADMET-0003753,1.76,train,,,,,
OADMET-0002887,4.96,train,,,,,
OADMET-0006193,,phase2,7.76211309,0.717231572,-9.12650394,7.488498444489641,1.0
OCNT-2316111,4.61,train,,,,,
OCNT-0008294,2.77,train,,,,,
OADMET-0002054,1.83,train,,,,,
OADMET-0002544,3.45,train,,,,,
OADMET-0005474,5.27,train,,,,,
OCNT-2318506,5.29,train,,,,,
OCNT-2314482,4.92,train,,,,,
OADMET-0005878,4.99,train,,,,,
OCNT-1871100,2.45,train,,,,,
OCNT-2314848,5.02,train,,,,,
OADMET-0006292,4.34,phase1,7.47062731,0.655631065,-7.42524719,,
OADMET-0005440,5.01,train,,,,,
OCNT-2318659,5.6,train,,,,,
OCNT-2328934,3.24,train,,,,,
OCNT-1871056,2.22,train,,,,,
OCNT-1309395,2.58,train,,,,,
OCNT-1307809,3.92,train,,,,,
OCNT-2328633,1.98,train,,,,,
OADMET-0002568,5.53,train,,,,,
OADMET-0002879,5.42,train,,,,,
OCNT-2314774,5.22,train,,,,,
OADMET-0002165,2.92,train,,,,,
OADMET-0001068,3.97,train,,,,,
OADMET-0001078,2.93,train,,,,,
OCNT-2312880,5.800000000000001,train,,,,,
OCNT-2312693,5.46,train,,,,,
OCNT-2316987,4.36,train,,,,,
OADMET-0006464,,phase2,7.12820244,0.742956042,-8.40664291,7.380577450484604,1.0
OCNT-2318323,5.24,train,,,,,
OADMET-0006067,4.74,train,,,,,
OCNT-2313537,4.98,train,,,,,
OADMET-0005043,4.94,train,,,,,
OADMET-0003921,4.4,train,,,,,
OCNT-2308489,4.63,train,,,,,
OCNT-2312195,4.97,train,,,,,
OADMET-0005731,5.11,train,,,,,
OADMET-0003262,5.2,train,,,,,
OADMET-0006571,,phase2,6.98560667,0.81677717,-7.87248087,6.240660573032276,2.0
OCNT-0362890,2.05,train,,,,,
OADMET-0002985,5.105,train,,,,,
OADMET-0004961,4.67,train,,,,,
OCNT-2308958,5.18,train,,,,,
OCNT-1307952,2.23,train,,,,,
OCNT-2314103,4.51,train,,,,,
OCNT-2318166,5.43,train,,,,,
OCNT-0270114,1.88,train,,,,,
OCNT-0357535,3.05,train,,,,,
OADMET-0003463,5.14,train,,,,,
OCNT-1307744,1.77,train,,,,,
OCNT-0295443,3.15,train,,,,,
OADMET-0004875,4.65,train,,,,,
OADMET-0005336,4.75,train,,,,,
OADMET-0004925,5.2,train,,,,,
OCNT-1965973,1.92,train,,,,,
OADMET-0001642,4.24,train,,,,,
OCNT-2312796,4.43,train,,,,,
OCNT-0010050,1.95,train,,,,,
OADMET-0005887,5.02,train,,,,,
OCNT-2313060,5.15,train,,,,,
OADMET-0002715,5.83,train,,,,,
OADMET-0006522,5.625,phase1,7.6679287,0.629767299,-9.44913387,9.542627683698653,1.0
OCNT-0282403,3.26,train,,,,,
OADMET-0005396,4.29,train,,,,,
OADMET-0003835,3.9,train,,,,,
OADMET-0002901,5.14,train,,,,,
OCNT-1965953,1.81,train,,,,,
OCNT-0324488,1.62,train,,,,,
OADMET-0005314,4.34,train,,,,,
OCNT-2309299,5.63,train,,,,,
OCNT-2308930,5.11,train,,,,,
OCNT-2310184,4.97,train,,,,,
OADMET-0005988,4.52,train,,,,,
OADMET-0006077,5.07,train,,,,,
OADMET-0003392,3.33,train,,,,,
OCNT-2309075,4.93,train,,,,,
OCNT-2310297,5.7,train,,,,,
OCNT-2328986,3.54,train,,,,,
OCNT-2313917,5.43,train,,,,,
OADMET-0002840,5.14,train,,,,,
OADMET-0005565,5.28,train,,,,,
OCNT-0367507,4.19,train,,,,,
OCNT-2311808,5.03,train,,,,,
OADMET-0006319,,phase2,7.61741209,0.559266329,-8.49481964,,
OADMET-0002305,2.18,train,,,,,
OCNT-0291480,3.63,train,,,,,
OADMET-0003723,1.84,train,,,,,
OCNT-2318000,4.56,train,,,,,
OADMET-0001690,3.91,train,,,,,
OADMET-0005868,4.43,train,,,,,
OADMET-0005287,4.73,train,,,,,
OADMET-0004094,4.41,train,,,,,
OADMET-0005812,4.69,train,,,,,
OCNT-2316536,5.62,train,,,,,
OCNT-2310781,4.57,train,,,,,
OADMET-0006372,4.855,phase1,7.38875008,0.693530142,-8.58117962,2.514364764089556,4.0
OADMET-0001467,3.87,train,,,,,
OCNT-1900049,3.72,train,,,,,
OADMET-0001022,2.31,train,,,,,
OADMET-0005266,5.09,train,,,,,
OCNT-1307830,1.88,train,,,,,
OCNT-2308684,4.56,train,,,,,
OADMET-0006157,,phase2,7.70598984,0.847657382,-8.86555576,6.83954252067631,2.0
OCNT-2328883,1.89,train,,,,,
OADMET-0001390,1.75,train,,,,,
OADMET-0001497,4.95,train,,,,,
OADMET-0006076,5.12,train,,,,,
OADMET-0001250,3.09,train,,,,,
OCNT-2310247,4.2,train,,,,,
OCNT-2310267,5.85,train,,,,,
OCNT-0323266,3.34,train,,,,,
OCNT-2311238,4.58,train,,,,,
OCNT-2312714,4.8,train,,,,,
OCNT-0342666,3.39,train,,,,,
OADMET-0006530,5.445,phase1,7.75036669,0.672519922,-7.51646519,,
OADMET-0004708,4.97,train,,,,,
OCNT-2316672,4.36,train,,,,,
OADMET-0001861,2.01,train,,,,,
OADMET-0003542,5.69,train,,,,,
OADMET-0005334,4.47,train,,,,,
OADMET-0002967,4.83,train,,,,,
OCNT-1307617,3.87,train,,,,,
OCNT-2311316,5.215,train,,,,,
OCNT-0356133,4.8,train,,,,,
OADMET-0005599,4.43,train,,,,,
OADMET-0001031,3.73,train,,,,,
OCNT-2315575,5.265000000000001,train,,,,,
OADMET-0006256,3.735,phase1,7.38025093,0.909406841,-6.59626722,5.839553951912914,1.0
OCNT-2313217,5.09,train,,,,,
OADMET-0005001,4.63,train,,,,,
OADMET-0003373,1.86,train,,,,,
OCNT-2311591,4.36,train,,,,,
OADMET-0001596,2.23,train,,,,,
OADMET-0006006,4.81,train,,,,,
OCNT-2314037,5.34,train,,,,,
OCNT-2310289,5.35,train,,,,,
OCNT-2328389,2.25,train,,,,,
OADMET-0005869,4.47,train,,,,,
OADMET-0002255,2.17,train,,,,,
OCNT-2309590,4.65,train,,,,,
OCNT-2313168,4.87,train,,,,,
OADMET-0004848,4.81,train,,,,,
OADMET-0001371,5.14,train,,,,,
OADMET-0004814,4.83,train,,,,,
OADMET-0002266,3.88,train,,,,,
OCNT-2309275,4.83,train,,,,,
OADMET-0004742,4.98,train,,,,,
OCNT-2310120,5.28,train,,,,,
OADMET-0002283,3.52,train,,,,,
OCNT-0298223,3.94,train,,,,,
OCNT-1893999,2.28,train,,,,,
OADMET-0002269,2.35,train,,,,,
OCNT-2313194,4.65,train,,,,,
OCNT-1308019,3.59,train,,,,,
OADMET-0000981,3.99,train,,,,,
OCNT-0479473,4.61,train,,,,,
OADMET-0002622,5.52,train,,,,,
OADMET-0005537,5.19,train,,,,,
OADMET-0002240,3.05,train,,,,,
OCNT-2311657,4.67,train,,,,,
OADMET-0003403,5.61,train,,,,,
OCNT-2313609,5.9,train,7.53899765,0.806188226,-8.13559246,,
OCNT-1965924,3.67,train,,,,,
OCNT-2316366,4.67,train,,,,,
OCNT-2309559,4.79,train,,,,,
OADMET-0003067,5.21,train,,,,,
OCNT-0013984,2.51,train,,,,,
OCNT-2318056,5.82,train,,,,,
OADMET-0005862,4.89,train,,,,,
OCNT-2310935,5.34,train,,,,,
OADMET-0003553,4.12,train,,,,,
OADMET-0005970,4.46,train,,,,,
OCNT-2308997,4.85,train,,,,,
OCNT-2312304,4.34,train,,,,,
OCNT-2310527,4.36,train,,,,,
OCNT-0003618,2.05,train,,,,,
OADMET-0005206,5.13,train,,,,,
OCNT-2328488,4.57,train,,,,,
OCNT-2311015,4.33,train,,,,,
OCNT-1965995,4.12,train,,,,,
OCNT-2328943,5.04,train,,,,,
OCNT-0305630,2.74,train,,,,,
OADMET-0003174,5.27,train,,,,,
OCNT-2312552,4.96,train,,,,,
OADMET-0006062,4.81,train,,,,,
OADMET-0005193,4.81,train,,,,,
OCNT-0354816,2.76,train,,,,,
OCNT-2309508,4.92,train,,,,,
OADMET-0001676,3.94,train,,,,,
OADMET-0004723,4.31,train,,,,,
OCNT-0349826,2.53,train,,,,,
OCNT-2311487,5.41,train,,,,,
OCNT-2309357,5.03,train,,,,,
OADMET-0006194,,phase2,7.81869507,0.640422583,-9.24719238,,
OADMET-0006195,,phase2,8.79484558,0.902834356,-10.0875978,5.680256349693599,8.0
OADMET-0003014,5.24,train,,,,,
OCNT-2315366,5.99,train,7.74437666,0.882297456,-8.20117855,,
OADMET-0002960,5.11,train,,,,,
OADMET-0005697,4.9,train,,,,,
OADMET-0004567,4.92,train,,,,,
OCNT-1309180,4.45,train,,,,,
OCNT-2310309,4.47,train,,,,,
OCNT-2318132,4.93,train,,,,,
OADMET-0002545,4.96,train,,,,,
OCNT-0467614,4.92,train,,,,,
OADMET-0003151,5.63,train,,,,,
OCNT-2318422,4.48,train,,,,,
OCNT-2315913,4.33,train,,,,,
OCNT-0234831,2.98,train,,,,,
OCNT-0003861,2.9,train,,,,,
OADMET-0004478,5.41,train,,,,,
OCNT-2317251,4.15,train,,,,,
OADMET-0003394,1.74,train,,,,,
OCNT-2314246,1.74,train,,,,,
OADMET-0004992,4.78,train,,,,,
OCNT-2309517,5.29,train,,,,,
OCNT-1965906,4.71,train,,,,,
OCNT-2317870,4.63,train,,,,,
OCNT-2310966,4.96,train,,,,,
OCNT-2328990,4.67,train,,,,,
OCNT-2310547,5.54,train,,,,,
OADMET-0003683,4.39,train,,,,,
OADMET-0003997,4.29,train,,,,,
OCNT-0306485,2.32,train,,,,,
OADMET-0006370,,phase2,8.03525257,0.741788089,-8.47018814,3.195649154255529,4.0
OCNT-2315063,4.98,train,,,,,
OADMET-0003435,5.56,train,,,,,
OADMET-0003142,5.66,train,,,,,
OCNT-2316631,4.99,train,,,,,
OCNT-2317224,5.11,train,,,,,
OADMET-0005735,5.09,train,,,,,
OCNT-0334985,2.8,train,,,,,
OADMET-0001184,3.34,train,,,,,
OADMET-0001465,4.41,train,,,,,
OCNT-2312704,4.04,train,,,,,
OADMET-0004452,4.89,train,,,,,
OADMET-0005249,4.7,train,,,,,
OCNT-2312952,5.88,train,,,,,
OADMET-0002856,5.545,train,,,,,
OADMET-0000951,3.33,train,,,,,
OADMET-0001235,3.35,train,,,,,
OADMET-0002771,1.8,train,,,,,
OADMET-0002076,2.9,train,,,,,
OADMET-0003692,1.86,train,,,,,
OCNT-2318689,5.66,train,,,,,
OADMET-0001341,3.44,train,,,,,
OADMET-0003193,1.76,train,,,,,
OCNT-0369718,2.53,train,,,,,
OCNT-0493927,5.18,train,,,,,
OCNT-2328327,4.83,train,,,,,
OCNT-2315659,4.77,train,,,,,
OCNT-0483332,2.13,train,,,,,
OCNT-0352157,2.51,train,,,,,
OCNT-2312235,2.82,train,,,,,
OCNT-0419161,2.01,train,,,,,
OADMET-0001936,2.93,train,,,,,
OCNT-2309961,4.58,train,,,,,
OCNT-2313186,4.91,train,,,,,
OCNT-2316768,3.99,train,,,,,
OADMET-0005431,5.04,train,,,,,
OCNT-0289398,2.48,train,,,,,
OCNT-2318686,5.58,train,,,,,
OCNT-2313262,4.87,train,,,,,
OCNT-2315476,4.89,train,,,,,
OCNT-2318666,5.91,train,,,,,
OADMET-0003028,5.22,train,,,,,
OADMET-0004696,4.21,train,,,,,
OCNT-2317361,3.92,train,,,,,
OCNT-2316215,4.4,train,,,,,
OCNT-2313181,5.2,train,,,,,
OCNT-2314295,4.9,train,,,,,
OADMET-0001875,1.9,train,,,,,
OCNT-0344821,3.56,train,,,,,
OCNT-2313457,6.06,train,,,,,
OADMET-0003209,4.95,train,,,,,
OADMET-0002192,3.05,train,,,,,
OADMET-0005720,5.0,train,,,,,
OCNT-2311757,4.6,train,,,,,
OCNT-1309166,3.86,train,,,,,
OADMET-0001225,3.52,train,,,,,
OADMET-0001023,5.58,train,,,,,
OCNT-2311742,4.63,train,,,,,
OADMET-0001156,4.16,train,,,,,
OADMET-0005746,5.46,train,,,,,
OADMET-0004846,4.95,train,,,,,
OCNT-0329850,3.56,train,,,,,
OADMET-0006060,4.87,train,,,,,
OADMET-0001165,2.49,train,,,,,
OCNT-2313112,5.23,train,,,,,
OCNT-2312622,5.19,train,,,,,
OCNT-2313031,4.77,train,,,,,
OADMET-0004547,4.12,train,,,,,
OADMET-0001714,1.72,train,,,,,
OCNT-2310690,5.175,train,,,,,
OCNT-2311759,4.99,train,,,,,
OCNT-2313220,5.6,train,,,,,
OADMET-0003763,1.79,train,,,,,
OADMET-0005093,5.31,train,,,,,
OCNT-2317663,4.8,train,,,,,
OADMET-0003623,4.7,train,,,,,
OCNT-2317072,4.43,train,,,,,
OADMET-0005926,5.25,train,,,,,
OADMET-0002115,3.65,train,,,,,
OCNT-2315759,4.95,train,,,,,
OADMET-0001058,4.1,train,,,,,
OCNT-1965913,4.12,train,,,,,
OCNT-2318210,5.22,train,,,,,
OCNT-2312812,5.26,train,,,,,
OADMET-0005216,4.14,train,,,,,
OCNT-1308063,4.22,train,,,,,
OCNT-2315131,4.92,train,,,,,
OADMET-0005730,4.59,train,,,,,
OADMET-0002612,4.85,train,,,,,
OCNT-2315280,1.77,train,,,,,
OCNT-1308048,2.2,train,,,,,
OCNT-2309280,5.47,train,,,,,
OADMET-0006439,1.745,phase1,7.58967543,0.615817785,-9.37142754,9.364588221674724,1.0
OCNT-0343605,4.32,train,,,,,
OADMET-0006011,5.11,train,,,,,
OCNT-2309943,5.87,train,,,,,
OADMET-0001806,1.68,train,,,,,
OADMET-0004014,5.13,train,,,,,
OCNT-0497957,1.77,train,,,,,
OADMET-0006094,5.165,phase1,7.51823568,0.805273831,-9.94105244,7.42747261508905,6.0
OCNT-2313240,4.41,train,,,,,
OCNT-1755362,5.95,train,,,,,
OADMET-0002024,3.1,train,,,,,
OCNT-2317637,5.06,train,,,,,
OADMET-0006477,5.35,phase1,7.95619583,0.836370349,-8.4975729,6.79060850152454,2.0
OCNT-2328537,1.83,train,,,,,
OADMET-0003455,5.47,train,,,,,
OADMET-0003914,5.16,train,,,,,
OCNT-2312559,2.67,train,7.38656425,0.821182013,-10.6277809,,
OADMET-0001628,3.48,train,,,,,
OCNT-2311281,5.06,train,,,,,
OADMET-0006326,5.24,phase1,7.75350809,0.623446345,-8.40544796,10.200565424870176,2.0
OCNT-2314148,5.3,train,,,,,
OCNT-2310597,4.97,train,,,,,
OCNT-2318615,5.18,train,,,,,
OADMET-0003596,3.21,train,,,,,
OADMET-0002275,2.96,train,,,,,
OADMET-0003668,2.94,train,,,,,
OCNT-2311115,4.74,train,,,,,
OADMET-0006239,,phase2,8.14106464,0.78731823,-9.08879757,,
OADMET-0005492,5.35,train,,,,,
OADMET-0002981,5.97,train,,,,,
OCNT-2316432,6.09,train,7.57187653,0.751136422,-9.41805172,,
OADMET-0002806,3.26,train,,,,,
OADMET-0004514,5.26,train,,,,,
OCNT-2312048,1.73,train,,,,,
OADMET-0001522,4.53,train,,,,,
OADMET-0004725,4.38,train,,,,,
OCNT-2317327,5.68,train,,,,,
OCNT-0011491,2.86,train,,,,,
OADMET-0001183,3.85,train,,,,,
OADMET-0003111,5.71,train,,,,,
OCNT-2312909,4.6,train,,,,,
OADMET-0006266,2.815,phase1,7.22458029,0.718342006,-8.95277786,5.051327695525421,1.0
OADMET-0003052,4.84,train,,,,,
OADMET-0005825,4.41,train,,,,,
OADMET-0006160,5.405,phase1,7.19960022,0.699527442,-8.21154976,6.956779942148145,3.0
OCNT-1309262,3.87,train,,,,,
OCNT-2315716,4.25,train,,,,,
OADMET-0002209,2.72,train,,,,,
OCNT-2317930,5.2,train,,,,,
OCNT-2310203,5.12,train,,,,,
OCNT-1307694,4.29,train,,,,,
OADMET-0001471,1.73,train,,,,,
OADMET-0001759,3.4,train,,,,,
OADMET-0005979,5.2,train,,,,,
OADMET-0002114,2.53,train,,,,,
OADMET-0005554,4.58,train,,,,,
OCNT-0307258,4.55,train,,,,,
OCNT-2317298,6.845,train,7.78903198,0.836512327,-9.36523819,,
OADMET-0005700,4.04,train,,,,,
OCNT-2310766,5.66,train,,,,,
OCNT-1965899,4.98,train,,,,,
OADMET-0005279,5.39,train,,,,,
OADMET-0003599,4.75,train,,,,,
OADMET-0001590,2.88,train,,,,,
OCNT-2312598,5.1,train,,,,,
OCNT-2312009,4.04,train,,,,,
OCNT-2315609,6.18,train,7.754457,0.648354232,-7.02500772,,
OADMET-0001732,4.38,train,,,,,
OCNT-2311716,5.05,train,,,,,
OADMET-0006394,,phase2,7.81936026,0.8216905,-8.6222887,0.5152782494544388,3.0
OCNT-2312785,4.87,train,,,,,
OADMET-0000944,2.54,train,,,,,
OCNT-1308145,2.73,train,,,,,
OADMET-0001620,3.85,train,,,,,
OCNT-2311523,4.23,train,,,,,
OADMET-0003089,2.08,train,,,,,
OADMET-0001765,3.9,train,,,,,
OCNT-2310947,4.83,train,,,,,
OADMET-0005566,5.31,train,,,,,
OADMET-0006136,,phase2,7.4351182,0.923056245,-8.06198597,-0.0736086597416116,3.0
OADMET-0001449,5.2,train,,,,,
OCNT-1307708,3.99,train,,,,,
OADMET-0003386,3.35,train,,,,,
OADMET-0006284,6.08,phase1,7.44746733,0.581819296,-8.69223595,,
OADMET-0003429,5.31,train,,,,,
OADMET-0001206,2.77,train,,,,,
OCNT-2310824,5.455,train,,,,,
OADMET-0002182,2.58,train,,,,,
OCNT-0366919,1.81,train,,,,,
OCNT-2315229,5.32,train,,,,,
OCNT-2309274,5.17,train,,,,,
OCNT-2311858,4.8,train,,,,,
OCNT-2309481,5.0,train,,,,,
OADMET-0005310,5.14,train,,,,,
OCNT-0331923,3.08,train,,,,,
OADMET-0006181,,phase2,7.61880827,0.886481404,-7.59311628,,
OCNT-0495301,3.81,train,,,,,
OCNT-0021971,1.82,train,,,,,
OCNT-0328190,4.0,train,,,,,
OADMET-0003186,6.605,train,,,,,
OCNT-2311857,5.74,train,,,,,
OADMET-0003276,5.79,train,,,,,
OADMET-0001463,3.21,train,,,,,
OCNT-2313208,4.87,train,,,,,
OADMET-0005353,4.26,train,,,,,
OCNT-2313246,4.26,train,,,,,
OCNT-2310328,4.87,train,,,,,
OCNT-2328771,4.0,train,,,,,
OCNT-2328444,2.97,train,,,,,
OCNT-2314744,6.605,train,,,,,
OCNT-0007145,1.98,train,,,,,
OADMET-0001383,3.93,train,,,,,
OADMET-0002935,5.28,train,,,,,
OCNT-0327166,2.94,train,,,,,
OCNT-2312625,4.47,train,,,,,
OADMET-0001434,2.86,train,,,,,
OCNT-2312397,4.16,train,,,,,
OCNT-0284625,3.73,train,,,,,
OCNT-2309643,5.09,train,,,,,
OADMET-0006352,,phase2,7.99274683,0.66990298,-8.90300179,,
OCNT-2313422,5.14,train,,,,,
OCNT-1871155,3.75,train,,,,,
OADMET-0006117,4.92,phase1,7.32023859,0.754784644,-8.1199522,,
OADMET-0003139,5.25,train,,,,,
OCNT-2312416,5.51,train,,,,,
OCNT-0008452,1.94,train,,,,,
OCNT-2313147,5.27,train,,,,,
OADMET-0006498,,phase2,7.66852951,0.736509264,-7.75818586,4.418405496297271,1.0
OCNT-2318359,4.93,train,,,,,
OADMET-0005623,4.87,train,,,,,
OADMET-0004776,4.98,train,,,,,
OADMET-0003464,5.16,train,,,,,
OCNT-2310900,4.84,train,,,,,
OCNT-0468904,5.05,train,,,,,
OADMET-0001245,2.84,train,,,,,
OADMET-0002627,5.29,train,,,,,
OADMET-0002716,4.79,train,,,,,
OCNT-2314513,5.37,train,,,,,
OCNT-1871018,2.6,train,,,,,
OADMET-0004759,4.96,train,,,,,
OCNT-2316293,5.46,train,,,,,
OADMET-0005491,4.84,train,,,,,
OADMET-0001941,3.0,train,,,,,
OCNT-2312847,5.51,train,,,,,
OCNT-0365834,2.66,train,,,,,
OADMET-0004988,4.87,train,,,,,
OADMET-0005935,4.49,train,,,,,
OADMET-0006013,4.34,train,,,,,
OCNT-0351674,4.26,train,,,,,
OCNT-2313253,5.27,train,,,,,
OCNT-2316412,4.62,train,,,,,
OCNT-2314600,5.27,train,,,,,
OADMET-0005809,5.62,train,,,,,
OADMET-0004998,5.08,train,,,,,
OADMET-0003522,1.73,train,,,,,
OCNT-2317948,5.04,train,,,,,
OCNT-2316262,5.13,train,,,,,
OADMET-0005373,5.19,train,,,,,
OADMET-0005277,4.38,train,,,,,
OCNT-1966018,4.57,train,,,,,
OCNT-2315864,4.39,train,,,,,
OCNT-2318203,4.98,train,,,,,
OADMET-0006089,5.27,train,,,,,
OCNT-2312278,4.31,train,,,,,
OADMET-0004850,5.0,train,,,,,
OADMET-0001876,3.1,train,,,,,
OADMET-0001947,3.6,train,,,,,
OADMET-0005108,5.1,train,,,,,
OADMET-0003172,5.46,train,,,,,
OCNT-0002745,2.65,train,,,,,
OCNT-2314534,4.43,train,,,,,
OADMET-0005162,4.9,train,,,,,
OCNT-2081746,5.45,train,,,,,
OCNT-0479498,4.41,train,,,,,
OADMET-0005161,5.07,train,,,,,
OADMET-0006122,,phase2,7.4507699,0.951096296,-7.29806328,,
OADMET-0004732,4.95,train,,,,,
OCNT-0328970,2.5,train,,,,,
OADMET-0004895,4.63,train,,,,,
OCNT-2313877,5.03,train,,,,,
OCNT-2310021,4.97,train,,,,,
OCNT-1309255,4.56,train,,,,,
OCNT-0365486,3.81,train,,,,,
OADMET-0003862,4.37,train,,,,,
OCNT-2316723,3.9,train,,,,,
OCNT-2313644,4.91,train,,,,,
OCNT-2314183,4.96,train,,,,,
OADMET-0006103,3.765,phase1,7.63237047,0.562963367,-8.26023388,3.831591086495477,1.0
OADMET-0001018,3.34,train,,,,,
OADMET-0001796,4.1,train,,,,,
OADMET-0001784,3.37,train,,,,,
OCNT-1308120,4.7,train,,,,,
OCNT-2310686,5.65,train,,,,,
OCNT-2315096,4.65,train,,,,,
OADMET-0004795,4.66,train,,,,,
OADMET-0006125,5.470000000000001,phase1,7.36942911,0.841083884,-9.82448959,5.212194410477373,2.0
OADMET-0005838,5.23,train,,,,,
OCNT-2312776,4.3,train,,,,,
OCNT-2314831,1.76,train,,,,,
OADMET-0005059,4.92,train,,,,,
OCNT-0274375,2.77,train,,,,,
OADMET-0002210,1.91,train,,,,,
OADMET-0001328,3.67,train,,,,,
OCNT-0494220,4.31,train,,,,,
OADMET-0003267,1.75,train,,,,,
OCNT-1307964,3.96,train,,,,,
OCNT-1871146,4.28,train,,,,,
OCNT-2313999,4.72,train,,,,,
OCNT-0356880,4.41,train,,,,,
OCNT-2313639,5.15,train,7.5884757,0.655122817,-7.91516352,,
OADMET-0001710,4.45,train,,,,,
OCNT-0464784,1.63,train,,,,,
OCNT-2311284,5.44,train,,,,,
OADMET-0001194,3.32,train,,,,,
OCNT-2311067,5.3,train,,,,,
OADMET-0002175,3.03,train,,,,,
OCNT-2316338,4.85,train,,,,,
OCNT-1498582,1.87,train,,,,,
OADMET-0003772,1.78,train,,,,,
OADMET-0001094,3.09,train,,,,,
OCNT-2318059,6.015000000000001,train,7.50957346,0.666782856,-8.33096313,,
OCNT-2311261,5.0,train,,,,,
OADMET-0002327,2.65,train,,,,,
OCNT-2311180,5.41,train,,,,,
OADMET-0006523,4.76,phase1,7.55515051,0.95686543,-10.2140856,,
OCNT-2309627,5.79,train,,,,,
OADMET-0003521,4.79,train,,,,,
OADMET-0004168,4.79,train,,,,,
OCNT-2313863,5.13,train,,,,,
OCNT-2309174,5.35,train,,,,,
OADMET-0005764,4.65,train,,,,,
OCNT-2315226,5.48,train,,,,,
OCNT-2317868,4.65,train,,,,,
OADMET-0005649,4.79,train,,,,,
OADMET-0003197,5.02,train,,,,,
OCNT-2313469,3.34,train,,,,,
OCNT-2310330,5.23,train,,,,,
OCNT-2314671,5.28,train,,,,,
